STATION ID,TIME,LAST UPDATED,NAME,BIKE_STANDS,AVAILABLE_BIKE_STANDS,AVAILABLE_BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE
61,2023-12-04 13:30:02,2023-12-04 13:21:26,HARDWICKE PLACE,25,24,1,OPEN,Hardwicke Place,53.357,-6.26323
62,2023-12-04 13:30:02,2023-12-04 13:26:01,LIME STREET,40,19,21,OPEN,Lime Street,53.346,-6.24358
63,2023-12-04 13:30:02,2023-12-04 13:26:38,FENIAN STREET,35,7,28,OPEN,Fenian Street,53.3414,-6.24672
64,2023-12-04 13:30:02,2023-12-04 13:24:43,SANDWITH STREET,40,17,23,OPEN,Sandwith Street,53.3452,-6.24716
65,2023-12-04 13:30:02,2023-12-04 13:27:21,CONVENTION CENTRE,40,2,38,OPEN,Convention Centre,53.3474,-6.23852
66,2023-12-04 13:30:02,2023-12-04 13:28:45,NEW CENTRAL BANK,40,11,29,OPEN,New Central Bank,53.3471,-6.23475
67,2023-12-04 13:30:02,2023-12-04 13:25:39,THE POINT,40,39,1,OPEN,The Point,53.3469,-6.23085
68,2023-12-04 13:30:02,2023-12-04 13:28:35,HANOVER QUAY,40,24,16,OPEN,Hanover Quay,53.3441,-6.23715
69,2023-12-04 13:30:02,2023-12-04 13:26:31,GRAND CANAL DOCK,40,5,35,OPEN,Grand Canal Dock,53.3426,-6.2387
71,2023-12-04 13:30:02,2023-12-04 13:21:40,KEVIN STREET,40,21,19,OPEN,Kevin Street,53.3378,-6.2677
72,2023-12-04 13:30:02,2023-12-04 13:22:49,JOHN STREET WEST,31,30,1,OPEN,John Street West,53.3431,-6.27717
73,2023-12-04 13:30:02,2023-12-04 13:29:32,FRANCIS STREET,30,27,3,OPEN,Francis Street,53.3421,-6.27523
74,2023-12-04 13:30:02,2023-12-04 13:24:55,OLIVER BOND STREET,30,30,0,OPEN,Oliver Bond Street,53.3439,-6.28053
75,2023-12-04 13:30:02,2023-12-04 13:25:14,JAMES STREET,40,31,9,OPEN,James Street,53.3435,-6.28741
76,2023-12-04 13:30:02,2023-12-04 13:27:29,MARKET STREET SOUTH,38,25,13,OPEN,Market Street South,53.3423,-6.28766
77,2023-12-04 13:30:02,2023-12-04 13:26:09,WOLFE TONE STREET,29,24,5,OPEN,Wolfe Tone Street,53.3489,-6.26746
78,2023-12-04 13:30:02,2023-12-04 13:23:43,MATER HOSPITAL,40,39,1,OPEN,Mater Hospital,53.36,-6.26483
79,2023-12-04 13:30:02,2023-12-04 13:24:50,ECCLES STREET EAST,27,18,9,OPEN,Eccles Street East,53.3581,-6.2656
80,2023-12-04 13:30:02,2023-12-04 13:28:59,ST JAMES HOSPITAL (LUAS),40,22,18,OPEN,St James Hospital (Luas),53.3414,-6.29295
82,2023-12-04 13:30:02,2023-12-04 13:21:52,MOUNT BROWN,22,21,1,OPEN,Mount Brown,53.3416,-6.29719
83,2023-12-04 13:30:02,2023-12-04 13:23:34,EMMET ROAD,40,30,0,OPEN,Emmet Road,53.3407,-6.30819
84,2023-12-04 13:30:02,2023-12-04 13:24:26,BROOKFIELD ROAD,30,30,0,OPEN,Brookfield Road,53.339,-6.30022
85,2023-12-04 13:30:02,2023-12-04 13:25:51,ROTHE ABBEY,35,31,4,OPEN,Rothe Abbey,53.3388,-6.30395
86,2023-12-04 13:30:02,2023-12-04 13:26:41,PARKGATE STREET,38,37,1,OPEN,Parkgate Street,53.348,-6.2918
87,2023-12-04 13:30:02,2023-12-04 13:22:41,COLLINS BARRACKS MUSEUM,38,33,5,OPEN,Collins Barracks Museum,53.3475,-6.28525
88,2023-12-04 13:30:02,2023-12-04 13:26:24,BLACKHALL PLACE,30,29,1,OPEN,Blackhall Place,53.3488,-6.28164
89,2023-12-04 13:30:02,2023-12-04 13:24:52,FITZWILLIAM SQUARE EAST,40,27,13,OPEN,Fitzwilliam Square East,53.3352,-6.2509
90,2023-12-04 13:30:02,2023-12-04 13:27:28,BENSON STREET,40,12,28,OPEN,Benson Street,53.3442,-6.23345
91,2023-12-04 13:30:02,2023-12-04 13:21:51,SOUTH DOCK ROAD,30,16,14,OPEN,South Dock Road,53.3418,-6.23129
92,2023-12-04 13:30:02,2023-12-04 13:23:32,HEUSTON BRIDGE (NORTH),40,18,22,OPEN,Heuston Bridge (North),53.3478,-6.29243
93,2023-12-04 13:30:02,2023-12-04 13:23:52,HEUSTON STATION (CENTRAL),40,40,0,OPEN,Heuston Station (Central),53.3466,-6.29692
94,2023-12-04 13:30:02,2023-12-04 13:24:32,HEUSTON STATION (CAR PARK),40,30,10,OPEN,Heuston Station (Car Park),53.347,-6.2978
95,2023-12-04 13:30:02,2023-12-04 13:25:31,ROYAL HOSPITAL,40,33,7,OPEN,Royal Hospital,53.3439,-6.29706
96,2023-12-04 13:30:02,2023-12-04 13:21:29,KILMAINHAM LANE,30,30,0,OPEN,Kilmainham Lane,53.3418,-6.30509
97,2023-12-04 13:30:02,2023-12-04 13:23:45,KILMAINHAM GAOL,40,23,17,OPEN,Kilmainham Gaol,53.3421,-6.31002
98,2023-12-04 13:30:02,2023-12-04 13:23:32,FREDERICK STREET SOUTH,40,2,38,OPEN,Frederick Street South,53.3415,-6.25685
99,2023-12-04 13:30:02,2023-12-04 13:24:11,CITY QUAY,30,7,23,OPEN,City Quay,53.3466,-6.24615
100,2023-12-04 13:30:02,2023-12-04 13:26:22,HEUSTON BRIDGE (SOUTH),25,21,4,OPEN,Heuston Bridge (South),53.3471,-6.29204
101,2023-12-04 13:30:02,2023-12-04 13:22:12,KING STREET NORTH,30,30,0,OPEN,King Street North,53.3503,-6.27351
102,2023-12-04 13:30:02,2023-12-04 13:22:32,WESTERN WAY,40,27,13,OPEN,Western Way,53.3549,-6.26942
103,2023-12-04 13:30:02,2023-12-04 13:23:34,GRANGEGORMAN LOWER (SOUTH),40,39,1,OPEN,Grangegorman Lower (South),53.3547,-6.27868
104,2023-12-04 13:30:02,2023-12-04 13:23:41,GRANGEGORMAN LOWER (CENTRAL),40,23,17,OPEN,Grangegorman Lower (Central),53.3552,-6.27842
105,2023-12-04 13:30:02,2023-12-04 13:25:16,GRANGEGORMAN LOWER (NORTH),36,35,1,OPEN,Grangegorman Lower (North),53.356,-6.27838
106,2023-12-04 13:30:02,2023-12-04 13:25:05,RATHDOWN ROAD,40,22,18,OPEN,Rathdown Road,53.3589,-6.28034
107,2023-12-04 13:30:02,2023-12-04 13:29:17,CHARLEVILLE ROAD,40,25,15,OPEN,Charleville Road,53.3592,-6.28187
108,2023-12-04 13:30:02,2023-12-04 13:26:14,AVONDALE ROAD,35,20,15,OPEN,Avondale Road,53.3594,-6.27614
109,2023-12-04 13:30:02,2023-12-04 13:26:47,BUCKINGHAM STREET LOWER,29,12,17,OPEN,Buckingham Street Lower,53.3533,-6.24932
110,2023-12-04 13:30:02,2023-12-04 13:25:30,PHIBSBOROUGH ROAD,40,29,11,OPEN,Phibsborough Road,53.3563,-6.27372
111,2023-12-04 13:30:02,2023-12-04 13:21:56,MOUNTJOY SQUARE EAST,40,40,0,OPEN,Mountjoy Square East,53.3567,-6.25636
112,2023-12-04 13:30:02,2023-12-04 13:28:24,NORTH CIRCULAR ROAD (O'CONNELL'S),30,14,16,OPEN,North Circular Road (O'Connell's),53.3578,-6.25156
113,2023-12-04 13:30:02,2023-12-04 13:23:00,MERRION SQUARE SOUTH,40,1,37,OPEN,Merrion Square South,53.3386,-6.24861
114,2023-12-04 13:30:02,2023-12-04 13:25:00,WILTON TERRACE (PARK),40,5,35,OPEN,Wilton Terrace (Park),53.3337,-6.24834
115,2023-12-04 13:30:02,2023-12-04 13:25:43,KILLARNEY STREET,30,30,0,OPEN,Killarney Street,53.3548,-6.24758
116,2023-12-04 13:30:02,2023-12-04 13:22:06,BROADSTONE,30,29,1,OPEN,Broadstone,53.3547,-6.27231
117,2023-12-04 13:30:02,2023-12-04 13:27:56,HANOVER QUAY EAST,40,8,32,OPEN,Hanover Quay East,53.3437,-6.23175
1,2023-12-04 14:00:04,2023-12-04 13:53:45,CLARENDON ROW,31,0,31,OPEN,Clarendon Row,53.3409,-6.2625
2,2023-12-04 14:00:04,2023-12-04 13:52:18,BLESSINGTON STREET,20,20,0,OPEN,Blessington Street,53.3568,-6.26814
3,2023-12-04 14:00:04,2023-12-04 13:58:21,BOLTON STREET,20,18,2,OPEN,Bolton Street,53.3512,-6.26986
4,2023-12-04 14:00:04,2023-12-04 13:58:51,GREEK STREET,20,3,17,OPEN,Greek Street,53.3469,-6.27298
5,2023-12-04 14:00:04,2023-12-04 13:59:00,CHARLEMONT PLACE,40,32,8,OPEN,Charlemont Street,53.3307,-6.26018
6,2023-12-04 14:00:04,2023-12-04 13:52:38,CHRISTCHURCH PLACE,20,18,2,OPEN,Christchurch Place,53.3434,-6.27012
7,2023-12-04 14:00:04,2023-12-04 13:52:47,HIGH STREET,29,29,0,OPEN,High Street,53.3436,-6.27507
8,2023-12-04 14:00:04,2023-12-04 13:54:05,CUSTOM HOUSE QUAY,30,21,9,OPEN,Custom House Quay,53.3479,-6.24805
9,2023-12-04 14:00:04,2023-12-04 13:56:57,EXCHEQUER STREET,24,0,24,OPEN,Exchequer Street,53.343,-6.26358
10,2023-12-04 14:00:04,2023-12-04 13:55:55,DAME STREET,16,3,13,OPEN,Dame Street,53.344,-6.2668
11,2023-12-04 14:00:04,2023-12-04 13:52:43,EARLSFORT TERRACE,30,9,21,OPEN,Earlsfort Terrace,53.3343,-6.2585
12,2023-12-04 14:00:04,2023-12-04 13:52:17,ECCLES STREET,20,17,3,OPEN,Eccles Street,53.3592,-6.26978
13,2023-12-04 14:00:04,2023-12-04 13:53:32,FITZWILLIAM SQUARE WEST,30,23,7,OPEN,Fitzwilliam Square West,53.3361,-6.25282
14,2023-12-04 14:00:04,2023-12-04 13:54:48,FOWNES STREET UPPER,30,0,30,OPEN,Fownes Street Upper,53.3446,-6.26337
15,2023-12-04 14:00:04,2023-12-04 13:59:27,HARDWICKE STREET,16,14,2,OPEN,Hardwicke Street,53.3555,-6.26442
16,2023-12-04 14:00:04,2023-12-04 13:56:40,GEORGES QUAY,20,18,2,OPEN,Georges Quay,53.3475,-6.25219
17,2023-12-04 14:00:04,2023-12-04 13:56:31,GOLDEN LANE,20,16,4,OPEN,Golden Lane,53.3408,-6.26773
18,2023-12-04 14:00:04,2023-12-04 13:58:27,GRANTHAM STREET,30,29,0,OPEN,Grantham Street,53.3341,-6.26544
19,2023-12-04 14:00:04,2023-12-04 13:55:51,HERBERT PLACE,30,7,23,OPEN,Herbert Place,53.3344,-6.24557
20,2023-12-04 14:00:04,2023-12-04 13:58:34,JAMES STREET EAST,30,5,25,OPEN,James Street East,53.3366,-6.24811
21,2023-12-04 14:00:04,2023-12-04 13:51:46,LEINSTER STREET SOUTH,30,1,29,OPEN,Leinster Street South,53.3422,-6.25449
22,2023-12-04 14:00:04,2023-12-04 13:53:48,TOWNSEND STREET,20,5,15,OPEN,Townsend Street,53.3459,-6.25461
23,2023-12-04 14:00:04,2023-12-04 13:58:30,CUSTOM HOUSE,30,13,17,OPEN,Custom House,53.3483,-6.25466
24,2023-12-04 14:00:04,2023-12-04 13:55:09,CATHAL BRUGHA STREET,20,15,5,OPEN,Cathal Brugha Street,53.3521,-6.26053
25,2023-12-04 14:00:04,2023-12-04 13:55:56,MERRION SQUARE EAST,30,9,21,OPEN,Merrion Square East,53.3394,-6.24655
26,2023-12-04 14:00:04,2023-12-04 13:58:51,MERRION SQUARE WEST,20,5,15,OPEN,Merrion Square West,53.3398,-6.25199
27,2023-12-04 14:00:04,2023-12-04 13:53:23,MOLESWORTH STREET,20,2,18,OPEN,Molesworth Street,53.3413,-6.25812
28,2023-12-04 14:00:04,2023-12-04 13:59:40,MOUNTJOY SQUARE WEST,30,27,3,OPEN,Mountjoy Square West,53.3563,-6.25859
29,2023-12-04 14:00:04,2023-12-04 13:55:50,ORMOND QUAY UPPER,29,17,12,OPEN,Ormond Quay Upper,53.3461,-6.268
30,2023-12-04 14:00:04,2023-12-04 13:56:06,PARNELL SQUARE NORTH,20,20,0,OPEN,Parnell Square North,53.3535,-6.26531
31,2023-12-04 14:00:04,2023-12-04 13:53:29,PARNELL STREET,20,2,18,OPEN,Parnell Street,53.3509,-6.26512
32,2023-12-04 14:00:04,2023-12-04 13:53:52,PEARSE STREET,30,17,13,OPEN,Pearse Street,53.3443,-6.25043
33,2023-12-04 14:00:04,2023-12-04 13:54:19,PRINCES STREET / O'CONNELL STREET,23,18,5,OPEN,Princes Street / O'Connell Street,53.349,-6.26031
34,2023-12-04 14:00:04,2023-12-04 13:55:32,PORTOBELLO HARBOUR,30,30,0,OPEN,Portobello Harbour,53.3304,-6.26516
35,2023-12-04 14:00:04,2023-12-04 13:55:49,SMITHFIELD,30,28,2,OPEN,Smithfield,53.3477,-6.27821
36,2023-12-04 14:00:04,2023-12-04 13:51:42,ST. STEPHEN'S GREEN EAST,40,17,23,OPEN,St. Stephen's Green East,53.3378,-6.25603
37,2023-12-04 14:00:04,2023-12-04 13:55:09,ST. STEPHEN'S GREEN SOUTH,30,23,7,OPEN,St. Stephen's Green South,53.3375,-6.26199
38,2023-12-04 14:00:04,2023-12-04 13:59:20,TALBOT STREET,40,17,23,OPEN,Talbot Street,53.351,-6.25294
39,2023-12-04 14:00:04,2023-12-04 13:58:07,WILTON TERRACE,20,18,2,OPEN,Wilton Terrace,53.3324,-6.25272
40,2023-12-04 14:00:04,2023-12-04 13:58:52,JERVIS STREET,21,2,19,OPEN,Jervis Street,53.3483,-6.26665
41,2023-12-04 14:00:04,2023-12-04 13:52:01,HARCOURT TERRACE,20,20,0,OPEN,Harcourt Terrace,53.3328,-6.25794
42,2023-12-04 14:00:04,2023-12-04 13:53:06,SMITHFIELD NORTH,30,29,1,OPEN,Smithfield North,53.3496,-6.2782
43,2023-12-04 14:00:04,2023-12-04 13:53:58,PORTOBELLO ROAD,30,30,0,OPEN,Portobello Road,53.3301,-6.26804
44,2023-12-04 14:00:04,2023-12-04 13:57:47,UPPER SHERRARD STREET,30,28,2,OPEN,Upper Sherrard Street,53.3584,-6.26064
45,2023-12-04 14:00:04,2023-12-04 13:56:01,DEVERELL PLACE,30,14,16,OPEN,Deverell Place,53.3515,-6.25527
47,2023-12-04 14:00:04,2023-12-04 13:52:25,HERBERT STREET,40,26,14,OPEN,Herbert Street,53.3357,-6.24551
48,2023-12-04 14:00:04,2023-12-04 13:59:09,EXCISE WALK,40,35,5,OPEN,Excise Walk,53.3478,-6.24424
49,2023-12-04 14:00:04,2023-12-04 13:57:04,GUILD STREET,40,29,11,OPEN,Guild Street,53.3479,-6.24093
50,2023-12-04 14:00:04,2023-12-04 13:56:17,GEORGES LANE,40,40,0,OPEN,George's Lane,53.3502,-6.2797
51,2023-12-04 14:00:04,2023-12-04 13:51:51,YORK STREET WEST,40,37,3,OPEN,York Street West,53.3393,-6.2647
52,2023-12-04 14:00:04,2023-12-04 13:54:04,YORK STREET EAST,32,10,22,OPEN,York Street East,53.3388,-6.262
53,2023-12-04 14:00:04,2023-12-04 13:56:52,NEWMAN HOUSE,40,23,17,OPEN,Newman House,53.3371,-6.26059
54,2023-12-04 14:00:04,2023-12-04 13:54:39,CLONMEL STREET,33,22,11,OPEN,Clonmel Street,53.336,-6.26298
55,2023-12-04 14:00:04,2023-12-04 13:55:36,HATCH STREET,36,13,23,OPEN,Hatch Street,53.334,-6.26071
56,2023-12-04 14:00:04,2023-12-04 13:56:06,MOUNT STREET LOWER,40,6,34,OPEN,Mount Street Lower,53.338,-6.24153
57,2023-12-04 14:00:04,2023-12-04 13:52:21,GRATTAN STREET,23,1,22,OPEN,Grattan Street,53.3396,-6.24378
58,2023-12-04 14:00:04,2023-12-04 13:57:28,SIR PATRICK DUN'S,40,10,30,OPEN,Sir Patrick's Dun,53.3392,-6.24064
59,2023-12-04 14:00:04,2023-12-04 13:56:59,DENMARK STREET GREAT,20,17,2,OPEN,Denmark Street Great,53.3556,-6.2614
60,2023-12-04 14:00:04,2023-12-04 13:58:03,NORTH CIRCULAR ROAD,30,19,11,OPEN,North Circular Road,53.3596,-6.26035
61,2023-12-04 14:00:04,2023-12-04 13:51:43,HARDWICKE PLACE,25,25,0,OPEN,Hardwicke Place,53.357,-6.26323
62,2023-12-04 14:00:04,2023-12-04 13:53:26,LIME STREET,40,19,21,OPEN,Lime Street,53.346,-6.24358
63,2023-12-04 14:00:04,2023-12-04 13:59:35,FENIAN STREET,35,19,16,OPEN,Fenian Street,53.3414,-6.24672
64,2023-12-04 14:00:04,2023-12-04 13:56:58,SANDWITH STREET,40,15,25,OPEN,Sandwith Street,53.3452,-6.24716
65,2023-12-04 14:00:04,2023-12-04 13:56:07,CONVENTION CENTRE,40,2,38,OPEN,Convention Centre,53.3474,-6.23852
66,2023-12-04 14:00:04,2023-12-04 13:53:06,NEW CENTRAL BANK,40,14,26,OPEN,New Central Bank,53.3471,-6.23475
67,2023-12-04 14:00:04,2023-12-04 13:53:36,THE POINT,40,38,2,OPEN,The Point,53.3469,-6.23085
68,2023-12-04 14:00:04,2023-12-04 13:57:46,HANOVER QUAY,40,23,17,OPEN,Hanover Quay,53.3441,-6.23715
69,2023-12-04 14:00:04,2023-12-04 13:57:54,GRAND CANAL DOCK,40,6,34,OPEN,Grand Canal Dock,53.3426,-6.2387
71,2023-12-04 14:00:04,2023-12-04 13:51:58,KEVIN STREET,40,21,19,OPEN,Kevin Street,53.3378,-6.2677
72,2023-12-04 14:00:04,2023-12-04 13:53:26,JOHN STREET WEST,31,30,1,OPEN,John Street West,53.3431,-6.27717
73,2023-12-04 14:00:04,2023-12-04 13:54:03,FRANCIS STREET,30,28,2,OPEN,Francis Street,53.3421,-6.27523
74,2023-12-04 14:00:04,2023-12-04 13:55:12,OLIVER BOND STREET,30,30,0,OPEN,Oliver Bond Street,53.3439,-6.28053
75,2023-12-04 14:00:04,2023-12-04 13:55:31,JAMES STREET,40,32,8,OPEN,James Street,53.3435,-6.28741
76,2023-12-04 14:00:04,2023-12-04 13:51:53,MARKET STREET SOUTH,38,25,13,OPEN,Market Street South,53.3423,-6.28766
77,2023-12-04 14:00:04,2023-12-04 13:52:57,WOLFE TONE STREET,29,21,8,OPEN,Wolfe Tone Street,53.3489,-6.26746
78,2023-12-04 14:00:04,2023-12-04 13:54:00,MATER HOSPITAL,40,39,1,OPEN,Mater Hospital,53.36,-6.26483
79,2023-12-04 14:00:04,2023-12-04 13:55:10,ECCLES STREET EAST,27,20,7,OPEN,Eccles Street East,53.3581,-6.2656
80,2023-12-04 14:00:04,2023-12-04 13:59:16,ST JAMES HOSPITAL (LUAS),40,21,19,OPEN,St James Hospital (Luas),53.3414,-6.29295
82,2023-12-04 14:00:04,2023-12-04 13:52:09,MOUNT BROWN,22,21,1,OPEN,Mount Brown,53.3416,-6.29719
83,2023-12-04 14:00:04,2023-12-04 13:53:50,EMMET ROAD,40,29,1,OPEN,Emmet Road,53.3407,-6.30819
84,2023-12-04 14:00:04,2023-12-04 13:54:42,BROOKFIELD ROAD,30,29,1,OPEN,Brookfield Road,53.339,-6.30022
85,2023-12-04 14:00:04,2023-12-04 13:56:07,ROTHE ABBEY,35,31,4,OPEN,Rothe Abbey,53.3388,-6.30395
86,2023-12-04 14:00:04,2023-12-04 13:56:27,PARKGATE STREET,38,36,2,OPEN,Parkgate Street,53.348,-6.2918
87,2023-12-04 14:00:04,2023-12-04 13:53:00,COLLINS BARRACKS MUSEUM,38,33,5,OPEN,Collins Barracks Museum,53.3475,-6.28525
88,2023-12-04 14:00:04,2023-12-04 13:53:37,BLACKHALL PLACE,30,29,1,OPEN,Blackhall Place,53.3488,-6.28164
89,2023-12-04 14:00:04,2023-12-04 13:55:09,FITZWILLIAM SQUARE EAST,40,27,13,OPEN,Fitzwilliam Square East,53.3352,-6.2509
90,2023-12-04 14:00:04,2023-12-04 13:57:51,BENSON STREET,40,14,26,OPEN,Benson Street,53.3442,-6.23345
91,2023-12-04 14:00:04,2023-12-04 13:52:09,SOUTH DOCK ROAD,30,13,17,OPEN,South Dock Road,53.3418,-6.23129
92,2023-12-04 14:00:04,2023-12-04 13:53:49,HEUSTON BRIDGE (NORTH),40,18,22,OPEN,Heuston Bridge (North),53.3478,-6.29243
93,2023-12-04 14:00:04,2023-12-04 13:54:09,HEUSTON STATION (CENTRAL),40,39,1,OPEN,Heuston Station (Central),53.3466,-6.29692
94,2023-12-04 14:00:04,2023-12-04 13:54:48,HEUSTON STATION (CAR PARK),40,30,10,OPEN,Heuston Station (Car Park),53.347,-6.2978
95,2023-12-04 14:00:04,2023-12-04 13:55:52,ROYAL HOSPITAL,40,35,5,OPEN,Royal Hospital,53.3439,-6.29706
96,2023-12-04 14:00:04,2023-12-04 13:51:44,KILMAINHAM LANE,30,30,0,OPEN,Kilmainham Lane,53.3418,-6.30509
97,2023-12-04 14:00:04,2023-12-04 13:56:04,KILMAINHAM GAOL,40,23,17,OPEN,Kilmainham Gaol,53.3421,-6.31002
98,2023-12-04 14:00:04,2023-12-04 13:53:52,FREDERICK STREET SOUTH,40,2,38,OPEN,Frederick Street South,53.3415,-6.25685
99,2023-12-04 14:00:04,2023-12-04 13:54:28,CITY QUAY,30,7,23,OPEN,City Quay,53.3466,-6.24615
100,2023-12-04 14:00:04,2023-12-04 13:59:36,HEUSTON BRIDGE (SOUTH),25,21,4,OPEN,Heuston Bridge (South),53.3471,-6.29204
101,2023-12-04 14:00:04,2023-12-04 13:52:27,KING STREET NORTH,30,30,0,OPEN,King Street North,53.3503,-6.27351
102,2023-12-04 14:00:04,2023-12-04 13:52:52,WESTERN WAY,40,27,13,OPEN,Western Way,53.3549,-6.26942
103,2023-12-04 14:00:04,2023-12-04 13:53:52,GRANGEGORMAN LOWER (SOUTH),40,40,0,OPEN,Grangegorman Lower (South),53.3547,-6.27868
104,2023-12-04 14:00:04,2023-12-04 13:54:01,GRANGEGORMAN LOWER (CENTRAL),40,25,15,OPEN,Grangegorman Lower (Central),53.3552,-6.27842
105,2023-12-04 14:00:04,2023-12-04 13:55:32,GRANGEGORMAN LOWER (NORTH),36,35,1,OPEN,Grangegorman Lower (North),53.356,-6.27838
106,2023-12-04 14:00:04,2023-12-04 13:56:21,RATHDOWN ROAD,40,23,17,OPEN,Rathdown Road,53.3589,-6.28034
107,2023-12-04 14:00:04,2023-12-04 13:52:50,CHARLEVILLE ROAD,40,26,14,OPEN,Charleville Road,53.3592,-6.28187
108,2023-12-04 14:00:04,2023-12-04 13:53:48,AVONDALE ROAD,35,20,15,OPEN,Avondale Road,53.3594,-6.27614
109,2023-12-04 14:00:04,2023-12-04 13:57:03,BUCKINGHAM STREET LOWER,29,13,16,OPEN,Buckingham Street Lower,53.3533,-6.24932
110,2023-12-04 14:00:04,2023-12-04 13:55:47,PHIBSBOROUGH ROAD,40,29,11,OPEN,Phibsborough Road,53.3563,-6.27372
111,2023-12-04 14:00:04,2023-12-04 13:54:21,MOUNTJOY SQUARE EAST,40,40,0,OPEN,Mountjoy Square East,53.3567,-6.25636
112,2023-12-04 14:00:04,2023-12-04 13:53:09,NORTH CIRCULAR ROAD (O'CONNELL'S),30,14,16,OPEN,North Circular Road (O'Connell's),53.3578,-6.25156
113,2023-12-04 14:00:04,2023-12-04 13:54:58,MERRION SQUARE SOUTH,40,1,37,OPEN,Merrion Square South,53.3386,-6.24861
114,2023-12-04 14:00:04,2023-12-04 13:55:21,WILTON TERRACE (PARK),40,5,35,OPEN,Wilton Terrace (Park),53.3337,-6.24834
115,2023-12-04 14:00:04,2023-12-04 13:58:01,KILLARNEY STREET,30,29,1,OPEN,Killarney Street,53.3548,-6.24758
116,2023-12-04 14:00:04,2023-12-04 13:52:23,BROADSTONE,30,29,1,OPEN,Broadstone,53.3547,-6.27231
117,2023-12-04 14:00:04,2023-12-04 13:52:13,HANOVER QUAY EAST,40,9,31,OPEN,Hanover Quay East,53.3437,-6.23175
1,2023-12-04 14:30:02,2023-12-04 14:23:58,CLARENDON ROW,31,2,29,OPEN,Clarendon Row,53.3409,-6.2625
2,2023-12-04 14:30:02,2023-12-04 14:22:34,BLESSINGTON STREET,20,18,2,OPEN,Blessington Street,53.3568,-6.26814
3,2023-12-04 14:30:02,2023-12-04 14:27:13,BOLTON STREET,20,19,1,OPEN,Bolton Street,53.3512,-6.26986
4,2023-12-04 14:30:02,2023-12-04 14:25:19,GREEK STREET,20,3,17,OPEN,Greek Street,53.3469,-6.27298
5,2023-12-04 14:30:02,2023-12-04 14:29:21,CHARLEMONT PLACE,40,35,5,OPEN,Charlemont Street,53.3307,-6.26018
6,2023-12-04 14:30:02,2023-12-04 14:28:59,CHRISTCHURCH PLACE,20,18,2,OPEN,Christchurch Place,53.3434,-6.27012
7,2023-12-04 14:30:02,2023-12-04 14:23:05,HIGH STREET,29,27,2,OPEN,High Street,53.3436,-6.27507
8,2023-12-04 14:30:02,2023-12-04 14:27:36,CUSTOM HOUSE QUAY,30,21,9,OPEN,Custom House Quay,53.3479,-6.24805
9,2023-12-04 14:30:02,2023-12-04 14:29:38,EXCHEQUER STREET,24,10,14,OPEN,Exchequer Street,53.343,-6.26358
10,2023-12-04 14:30:02,2023-12-04 14:26:16,DAME STREET,16,0,16,OPEN,Dame Street,53.344,-6.2668
11,2023-12-04 14:30:02,2023-12-04 14:22:24,EARLSFORT TERRACE,30,10,20,OPEN,Earlsfort Terrace,53.3343,-6.2585
12,2023-12-04 14:30:02,2023-12-04 14:22:34,ECCLES STREET,20,16,4,OPEN,Eccles Street,53.3592,-6.26978
13,2023-12-04 14:30:02,2023-12-04 14:25:56,FITZWILLIAM SQUARE WEST,30,20,10,OPEN,Fitzwilliam Square West,53.3361,-6.25282
14,2023-12-04 14:30:02,2023-12-04 14:25:04,FOWNES STREET UPPER,30,0,30,OPEN,Fownes Street Upper,53.3446,-6.26337
15,2023-12-04 14:30:02,2023-12-04 14:25:27,HARDWICKE STREET,16,15,1,OPEN,Hardwicke Street,53.3555,-6.26442
16,2023-12-04 14:30:02,2023-12-04 14:21:59,GEORGES QUAY,20,17,3,OPEN,Georges Quay,53.3475,-6.25219
17,2023-12-04 14:30:02,2023-12-04 14:23:16,GOLDEN LANE,20,17,3,OPEN,Golden Lane,53.3408,-6.26773
18,2023-12-04 14:30:02,2023-12-04 14:24:40,GRANTHAM STREET,30,29,0,OPEN,Grantham Street,53.3341,-6.26544
19,2023-12-04 14:30:02,2023-12-04 14:26:17,HERBERT PLACE,30,9,21,OPEN,Herbert Place,53.3344,-6.24557
20,2023-12-04 14:30:02,2023-12-04 14:26:18,JAMES STREET EAST,30,5,25,OPEN,James Street East,53.3366,-6.24811
21,2023-12-04 14:30:02,2023-12-04 14:28:35,LEINSTER STREET SOUTH,30,0,30,OPEN,Leinster Street South,53.3422,-6.25449
22,2023-12-04 14:30:02,2023-12-04 14:27:14,TOWNSEND STREET,20,5,15,OPEN,Townsend Street,53.3459,-6.25461
23,2023-12-04 14:30:02,2023-12-04 14:24:50,CUSTOM HOUSE,30,19,11,OPEN,Custom House,53.3483,-6.25466
24,2023-12-04 14:30:02,2023-12-04 14:25:29,CATHAL BRUGHA STREET,20,14,6,OPEN,Cathal Brugha Street,53.3521,-6.26053
25,2023-12-04 14:30:02,2023-12-04 14:26:14,MERRION SQUARE EAST,30,9,21,OPEN,Merrion Square East,53.3394,-6.24655
26,2023-12-04 14:30:02,2023-12-04 14:21:53,MERRION SQUARE WEST,20,5,15,OPEN,Merrion Square West,53.3398,-6.25199
27,2023-12-04 14:30:02,2023-12-04 14:26:35,MOLESWORTH STREET,20,2,18,OPEN,Molesworth Street,53.3413,-6.25812
